qsp_filename,reference_number,ndid_document_control_no,title_of_reference
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A36,,Not Allocated
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A37,,AN-M8 One Inch Very Pistol C-71-258-000/MD-001 CGC RHIOT Manual www.ccga-pacific.org/ccga- A38 P/Resources/Training/Rhiot-Manual/pdf
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A39,,DND Ammo Accounts A-GG-040-006/AG-002
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A40,,MP FPV Concept of Operations MARPAC RDIMS# 618698
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A41,,Port Security Section Standing Orders
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A42,,Port Security Esquimalt Standard Operating Procedures Port Security Unit Concept of Operations MARC 3000-6 (DGMPR) A43 April 2001
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A44,,Projected Signals C-74-370-CA0/TA-000
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A45,,PYROS General C-74-370-A00/TA-000 38 mm Hand Held Illuminating Signal Flare (Radarflare) MK3 A46 Series C-74-370-BAE/TA-001
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A47,,Safety Flares Illumination Pub
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A48,,Signal Distress Day and Night No 1 Series C-74-270-CBB/TA-000
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A49,,NAVRESORD 9-80 NRDs Small Boats Operating Procedures A-LM-187-004/JS-001 Safe storage handling and disposal of A50 HAZMAT material.
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A51,A-GC-040/AG-01,"HAZMAT Safety C-82-010-007-000 Procedures for handling and storage of POL A52 products. Signal, Illumination, Hand Held COMET 1260, C-74-370-BAS/TA- A53 000"
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A54,,Ships Standing Orders (SSOs)
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A55,,MARLANTORDS 66-8
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A56,,MARCORD 58-01 Vol 3a + Annex (Force Protection)
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A57,,BOATSHED SOP’s
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A58,,DAOD 2008-3
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A59,,MARCORD 42-04
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,A60,C-002-005-009/AM-00,0
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,B1,,BR 67 Manual of Seamanship
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,B2,,ATP 1 Vol I
MARPAC-618698-v1-QSP_Bosn_CQ_Boat_Coxswain_117652__v1_3_23Oct12.pdf,B3,,ATP 1 Vol II MARPAC RDIMS# 618698
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A1,,= CF or other official Canadian government publication
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A2,,= Second and subsequent references in any category
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A1,B-GN-108-000/FP-001,CFCD 108 Naval Boarding and Force Protection Operations
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A2,,CF Military Police Academy Use of Force Program Training
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A3,,Maritime Command Ship’s Standing Orders
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A4,,NAVORD 9-2 Small Arms Training
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A5,B-GJ-005-307/FP-090,Crowd Confrontation Operations
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A6,B-GN-002-000/RQ-001,CFCD 102 Combat Readiness Requirements
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A7,A-P3-002-S15/PC-B01,Urban Operations Manual
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A8,C-71-318-000/MB-001,"Operating Instructions, Pistol 9mm, Sig Sauer Model P225"
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A9,B-GJ-005-501/FP-000,Use of Force in CF Operations
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A10,,CDS Use of Force Summary Card
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A11,,DCAAR’s (Defence Controlled Access Area Regulations)
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A12,B-GJ-005-110/FP-020,Prisoner of War Handling Detainees and Interrogation & Tactical Questioning in International Operations
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A13,,B-GG-005-027/AF023 Code of Conduct for CF Personnel
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A14,B-GJ-005-104/FP-021,Law and Armed Conflict
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A15,B-GL-385-001/PT-001,Rifle 5.56mm C7 & Carbine 5.56mm C8
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A16,,Canada Criminal Code
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A17,,National Defence Act
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A18,,Applicable OPTASKS
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A19,B-GJ-005-110/FP-010,The Code of Conduct After Capture
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A20,,Enforcement of Controlled Access Zones NAVORDS 58-02
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A21,,National Defence Security Policy Chap 28
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A22,,NAVORD 9-30 Maritime Command Course Scheduling
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A23,B-GL-005-316/FP-002,CF Operating Procedures for Conduct of (IEDD) Operations
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A24,A-GC-040/AG-01,HAZMAT SAFETY
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A25,,Heals Range Standing Orders
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A26,,Bedford Range Standing Orders
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A27,B-GL-382-001/FP-001,Canadian Forces Operational Shooting Program
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A28,C-09-008-003/FP-000,Explosive Ordnance Disposal of Stray Ammunition
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A29,C-09-008-003/FP-000,Explosive Safety Manual
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A30,A-GG-040-006/AG-001,DND Explosive Safety Program
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A31,,Aldershot Range Standing Orders
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A32,,Nanaimo Range Standing Orders
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A34,B-GL-381-001/FP-001,CF Operational Training Safety
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A36,,CFCD 102 MARITIME COMMAND COMBAT READINESS / TRAINING REQUIREMENTS
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A37,,Sea Training (Pacific) website: http://esquimalt.mil.ca/stp/
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A38,A-P3-002-CFA/PC-B01,", Qualification Standard, Combat First Aid Course"
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A39,A-P3-002-CFA/PH-B01,", Training Plan, Combat First Aid Course"
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A40,B-GJ-005-110/FP-010,", Joint Doctrine Manual, The Code of Conduct After Capture for the Canadian Forces"
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,A41,,"Training Plan, Conduct After Capture Level B"
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,B1,,Unit Guide to the Geneva Convention
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,B2,,ACP 125 Communications Instructions – Radiotelephone Procedures
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,B3,,ATP – 71 ALLIED MARITIME INTERDICTION OPERATIONS 2 LAST DATE AMENDED: 20 JUN 2016 MARPAC RDIMS# 618930
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,B4,,CNFC Intelligence Fusion Cell - Fishing Dhows Boarding Guidance (Hand Book) 19 June 2005
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,B5,,USCG Boarding Team Member COMDT INST M16247-7
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,C1,,Emergency Response Guide Book
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,C2,,Pocket Guide to Chemical Hazards
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,C3,,SIG Sauer Manual of Instruction
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,C6,,Defence Technology Corp of America Manual
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,C7,,Armament Systems and Procedure ASP Manual
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,C8,,ISBN: 978-1-894070-77-5 MEDICAL FIRST RESPONDER 2nd Ed 2007 SN. 3554-06 ST. JOHN’S AMBULANCE
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,D1,,WHIMIS Handbook
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,D2,,Pocket Guide to MSDS
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,D3,,Geneva Convention
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,D4,,NBP Container Inspection SOPS
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,D5,,As per Owners Manuals
MARPAC-618930-v1-QSP_CSQ_NBP_Basic_AIKL_v4_0_20Jun16.pdf,D6,,CANFORGENS CDS Guidelines for Commanding Officer CF Physical Fitness Program 3 LAST DATE AMENDED: 20 JUN 2016 MARPAC RDIMS# 618930
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A1,,= CF or other official Canadian government publication
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A2,,= Second and subsequent references in any category
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A1,B-GN-108-000/FP-001,CFCD 108 Naval Boarding and Force Protection Operations
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A2,,CF Military Police Academy Use of Force Program Training
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A3,,Maritime Command Ship’s Standing Orders
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A4,,NAVORD 9-2 Small Arms Training
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A5,B-GJ-005-307/FP-090,Crowd Confrontation Operations
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A6,B-GN-002-000/RQ-001,CFCD 102 Combat Readiness Requirements
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A7,A-P3-002-S15/PC-B01,Urban Operations Manual
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A8,C-71-318-000/MB-001,"Operating Instructions, Pistol 9mm, Sig Sauer Model P225"
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A9,B-GJ-005-501/FP-000,Use of Force in CF Operations
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A10,,CDS Use of Force Summary Card
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A11,,DCAAR’s (Defence Controlled Access Area Regulations)
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A12,B-GJ-005-110/FP-020,Prisoner of War Handling Detainees and Interrogation & Tactical Questioning in International Operations
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A13,,B-GG-005-027/AF023 Code of Conduct for CF Personnel
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A14,B-GJ-005-104/FP-021,Law and Armed Conflict
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A15,B-GL-385-001/PT-001,Rifle 5.56mm C7 & Carbine 5.56mm C8
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A16,,Canada Criminal Code
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A17,,National Defence Act
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A18,,"Applicable OPTASKS 1 Chapters 1, 2: 13 JUN 2013"
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A19,B-GJ-005-110/FP-010,The Code of Conduct After Capture
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A20,,Enforcement of Controlled Access Zones NAVORDS 58-02
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A21,,National Defence Security Policy Chap 28
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A22,,NAVORD 9-30 Maritime Command Course Scheduling
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A23,B-GL-005-316/FP-002,CF Operating Procedures for Conduct of (IEDD) Operations
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A24,A-GC-040/AG-01,HAZMAT SAFETY
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A25,,Heals Range Standing Orders
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A26,,Bedford Range Standing Orders
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A27,B-GL-382-001/FP-001,Canadian Forces Operational Shooting Program
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A28,C-09-008-003/FP-000,Explosive Ordnance Disposal of Stray Ammunition
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A29,C-09-008-003/FP-000,Explosive Safety Manual
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A30,A-GG-040-006/AG-001,DND Explosive Safety Program
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A31,,Aldershot Range Standing Orders
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A32,,Nanaimo Range Standing Orders
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A33,C-71-336-000/MB-001,Remington 870 Operating Instructions
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A34,B-GL-381-001/FP-001,CF Operational Training Safety
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A35,C-71-340-000/MB-001,MP5N Operating Instructions
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A36,,CFCD 102 MARITIME COMMAND COMBAT READINESS / TRAINING REQUIREMENTS
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,A37,,Sea Training (Pacific) website: http://esquimalt.mil.ca/stp/
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,B1,,Unit Guide to the Geneva Convention
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,B2,,ACP 125 Communications Instructions – Radiotelephone Procedures
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,B3,,ATP – 71 ALLIED MARITIME INTERDICTION OPERATIONS
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,B4,,CNFC Intelligence Fusion Cell - Fishing Dhows Boarding Guidance (Hand Book) 19 June 2005
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,B5,,USCG Boarding Team Member COMDT INST M16247-7 2 Version 1: Sub-Version 01 Revision Date: 13 JUN 2013
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,C1,,Emergency Response Guide Book
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,C2,,Pocket Guide to Chemical Hazards
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,C3,,SIG Sauer Manual of Instruction
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,C4,,Heckler-Koch MP5 Manual of Instruction
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,C5,,Remington R870 Shot Gun Manual of Instruction
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,C6,,Defence Technology Corp of America Manual
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,C7,,Armament Systems and Procedure ASP Manual
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,C8,,ISBN: 978-1-894070-77-5 MEDICAL FIRST RESPONDER 2nd Ed 2007 SN. 3554-06 ST. JOHN’S AMBULANCE
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,D1,,WHIMIS Handbook
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,D2,,Pocket Guide to MSDS
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,D3,,Geneva Convention
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,D4,,NBP Container Inspection SOPS
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,D5,,As per Owners Manuals
MARPAC-620794-v1-QSP_USQ_NBP_Supr_AIKM_v1_01_13Jun13.pdf,D6,,CANFORGENS CDS Guidelines for Commanding Officer CF Physical Fitness Program 3 Version 1: Sub-Version 01 Revision Date: 13 JUN 2013
MARPAC-622569-v1-QSP_Bosn_ORCA_SBM_AJLS_V1_0_20Mar13.pdf,A1,,= CF or other official Canadian government publication
MARPAC-622569-v1-QSP_Bosn_ORCA_SBM_AJLS_V1_0_20Mar13.pdf,A2,,= Second and subsequent references in any category PUBLICATION
MARPAC-622569-v1-QSP_Bosn_ORCA_SBM_AJLS_V1_0_20Mar13.pdf,A1,,MARCORDs
MARPAC-622569-v1-QSP_Bosn_ORCA_SBM_AJLS_V1_0_20Mar13.pdf,A2,,CFCD 105 Seamanship Rigging and Procedures Manual
MARPAC-622569-v1-QSP_Bosn_ORCA_SBM_AJLS_V1_0_20Mar13.pdf,A3,,NTS SOP’s
MARPAC-622569-v1-QSP_Bosn_ORCA_SBM_AJLS_V1_0_20Mar13.pdf,A4,,NTS Bridgepack
MARPAC-622569-v1-QSP_Bosn_ORCA_SBM_AJLS_V1_0_20Mar13.pdf,B1,,Admiralty Manual of Seamanship (BR 67)
MARPAC-622569-v1-QSP_Bosn_ORCA_SBM_AJLS_V1_0_20Mar13.pdf,C1,,Steering System Installation and Service Manual (360-010)
MARPAC-622569-v1-QSP_Bosn_ORCA_SBM_AJLS_V1_0_20Mar13.pdf,C2,,Technical Manual D200S Solas Davit S/N 2094-2099 (460-010) Muir VRC1100 – Vertical Windlass Installation and Instruction C3 Manual (460-010) CO2 Carbon Dioxide Fire Suppression Systems – Owner’s Manual C4 (620-300)
MARPAC-622569-v1-QSP_Bosn_ORCA_SBM_AJLS_V1_0_20Mar13.pdf,C5,,Thompson Technology Generator Control System (700-010)
MARPAC-622569-v1-QSP_Bosn_ORCA_SBM_AJLS_V1_0_20Mar13.pdf,C6,,Fire Detection System for ORCA Class Vessels (740-010) Bridge Computer Documentation for ORCA Class Vessels (740- C7 010) Integrated Platform Control System (IPCS) for the Canadian Navy
MARPAC-622569-v1-QSP_Bosn_ORCA_SBM_AJLS_V1_0_20Mar13.pdf,C8,,YAG 320 Training Vessels – Operation and Maintenance Manual (740-010) Système intègre de commande de plateforme (SICP) pour les
MARPAC-622569-v1-QSP_Bosn_ORCA_SBM_AJLS_V1_0_20Mar13.pdf,C9,,navires-ecoles YAG 320 de la Marine canadienne – Guide d’exploitations et de maintenance (750-010) External Communication Equipment for ORCA Class Vessels C10 (750-010) 1 QSP Date: August 2010
MARPAC-622569-v1-QSP_Bosn_ORCA_SBM_AJLS_V1_0_20Mar13.pdf,C12,,ORCA Class General Information Book - ENGLISH
MARPAC-622569-v1-QSP_Bosn_ORCA_SBM_AJLS_V1_0_20Mar13.pdf,C13,,ORCA Class General Information Book - FRENCH 2 QSP Date: Mar 2013
MARPAC-622606-v1-QSP_Bosn_SO_RHIB_Coxn_120389_v1_1_9Oct15.pdf,A1,,CFCD 105 (B)
MARPAC-622606-v1-QSP_Bosn_SO_RHIB_Coxn_120389_v1_1_9Oct15.pdf,A2,,CFCD 108 (B)
MARPAC-622606-v1-QSP_Bosn_SO_RHIB_Coxn_120389_v1_1_9Oct15.pdf,A3,,CFCD 102 (K) Change 1
MARPAC-622606-v1-QSP_Bosn_SO_RHIB_Coxn_120389_v1_1_9Oct15.pdf,A4,,COLREGs
MARPAC-622606-v1-QSP_Bosn_SO_RHIB_Coxn_120389_v1_1_9Oct15.pdf,A5,,Canadian Aids To Navigation
MARPAC-622606-v1-QSP_Bosn_SO_RHIB_Coxn_120389_v1_1_9Oct15.pdf,D1,,OEM user manuals MARLANTHQ HALIFAX//N52// 064 211414Z JUL 14 - SPECIAL OPERATIONS D2 RIB (SORIB) OPERATING GUIDELINES
MARPAC-622606-v1-QSP_Bosn_SO_RHIB_Coxn_120389_v1_1_9Oct15.pdf,D3,,RHIOT Course Material 67 / 84 Approved: 03 October 2014 Version No: 1.1 MITE Crse ID: 120389 MARPAC RDIMS# 622606
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A1,,CFCD 105(B) Seamanship Rigging and Procedures Manual
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A2,,Ship Standing Orders Amendment List 9 change 4 dated 2015-09-02
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A3,D-23-003-005/SF-002,Specification for maintenance painting of HMC Ships
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A4,,NAVORD 2100-2 Controlled Access Zone (CAZ)
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A5,B-GL-381-001/TS-001,Operational Training - Training Safety
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A6,,NCPM 704 Heavy Machine Gun Drills and Procedures Manual
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A7,B-GL-361-008/FP-003,Engineer Field Manual Vol 8 Part 2
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A8,B-GL-320-009/FP-001,Engineer Field Manual Vol 9 Demolition PART IAll Arms
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A9,,C-22-010-025/MB000 Operations Instructions Sewing Procedures and Equipment
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A10,B-GL-385-005/PT-001,"Weapons Vol 5, The Machine Gun .50 Cal M2"
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A11,B-GL-382-001/FP-001,Canadian Forces Operational Shooting Programme
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A12,B-GJ-005-501/FP-001,CFJP-5.1 Use of Force for CF Operations
MARPAC-733981-v2.1-RQ-BOSN-LS_QSP.pdf,A13,C-70-159-000/MM-000,First Line Maintenance Instructions .50 Cal Machine Gun NAVORD 4995-1 Safety Firing Orders for Naval Close Engagement Ammunition A14 Simulation System for Ships
