qsp_filename,reference_number,ndid_document_control_no,title_of_reference
USQ_Engineering_Watchkeeper_ORCA_v1_1_(RDIMS_1262215).pdf,C32,,1 Separator (600-010) Instruction Manual 15ppm Bilge Alarm Type OMD-2005 (620-
USQ_Engineering_Watchkeeper_ORCA_v1_1_(RDIMS_1262215).pdf,C33,,1 010) CO2 Carbon Dioxide Fire Suppression Systems – Owner’s Manual
USQ_Engineering_Watchkeeper_ORCA_v1_1_(RDIMS_1262215).pdf,C34,,"1 (620-300) Dura-Power Commercial Electrical Water Heaters Models Dre-52,"
USQ_Engineering_Watchkeeper_ORCA_v1_1_(RDIMS_1262215).pdf,C35,,"80 & 120 Limited Warranty, Installation, Operation, Maintenance, 1 Checklist (630-010)"
USQ_Engineering_Watchkeeper_ORCA_v1_1_(RDIMS_1262215).pdf,C36,,Halsey Taylor Owners Manual (630-010) 1
USQ_Engineering_Watchkeeper_ORCA_v1_1_(RDIMS_1262215).pdf,C37,,Quincy R-25 Compressor Manuals (660-010) 1 Additional Electrical Documentation for the ORCA Class Vessels
USQ_Engineering_Watchkeeper_ORCA_v1_1_(RDIMS_1262215).pdf,C38,,1 (700-000)
USQ_Engineering_Watchkeeper_ORCA_v1_1_(RDIMS_1262215).pdf,C39,,Thompson Technology Generator Control System (700-010) 1 Outback Power Systems FX Series Inverter/Charger
USQ_Engineering_Watchkeeper_ORCA_v1_1_(RDIMS_1262215).pdf,C40,,"1 Documentation (710-100) Installation, Operation and Maintenance – 200 Watt Xenon"
USQ_Engineering_Watchkeeper_ORCA_v1_1_(RDIMS_1262215).pdf,C41,,1 Searchlight System Remote Electric Control (730-010)
USQ_Engineering_Watchkeeper_ORCA_v1_1_(RDIMS_1262215).pdf,C42,,Fire Detection System for ORCA Class Vessels (740-010) 1 Endorsed: March 2020 Version No: 1.1 MITE Crse ID: 116876-117573
USQ_PO2_Mechanical_Supervisor_(RDIMS_815141).pdf,A1,C-23-HFX-000/MS-003,Manual of Trim and Stability
USQ_PO2_Mechanical_Supervisor_(RDIMS_815141).pdf,A2,,Halifax Class Safety Environment Management Systems (SEMS)
USQ_PO2_Mechanical_Supervisor_(RDIMS_815141).pdf,A3,C-03-005-033/AA-00,Naval Engineering Manual (NEMS) C -82-007-001/AF-000 Reference book on petroleum and associated Products A4 (Petroleum oil and lubricants (POL) handbook) C-82-020-000/TB-001 Technical Guidance for the Procurements of Fuels and A5 Lubricants by Deployed Ships
USQ_PO2_Mechanical_Supervisor_(RDIMS_815141).pdf,A6,,Ships Standing Orders AL11
USQ_PO2_Mechanical_Supervisor_(RDIMS_815141).pdf,A7,,Canadian Forces Control Documents 132
USQ_PO2_Mechanical_Supervisor_(RDIMS_815141).pdf,A8,,Risk Folio C-97-007-000/DC-003
USQ_PO2_Mechanical_Supervisor_(RDIMS_815141).pdf,A9,,STG (Sea Training Group) http://halifax.mil.ca/SEA_TRG/
USQ_PO2_Mechanical_Supervisor_(RDIMS_815141).pdf,A10,,MARPACORD 1775-6 HMC Ships and HMC Dockyard ESQ
USQ_PO2_Mechanical_Supervisor_(RDIMS_815141).pdf,A11,,NAVORD 1080-0 Technical Investigations – Policy
USQ_PO2_Mechanical_Supervisor_(RDIMS_815141).pdf,A12,,MARPACORD 19000 series MARPAC FUEL MANAGEMENT NAVORD 3001 In-Service Naval Material Risk Management Policy and A13 Process
USQ_PO2_Mechanical_Supervisor_(RDIMS_815141).pdf,A14,,NAVORD 3250-7 Material Operational Deficiency Process
USQ_PO2_Mechanical_Supervisor_(RDIMS_815141).pdf,A15,,NAVORD 11200 Readiness State Transfer
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,A,,Official CAF Publications and Directives
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,A1,,Class Specific Safety and Environment Management System (SEMS)
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,A2,B-GN-007-RCN/FP-002 CFCD 133,RCN ERT Manual
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,A3,C-01-000-000/DA-001,NDID Coding System
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,A4,SSOs,Class Specific Ship's Standing Orders
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,A5,CF H Svcs Gp Instruction 4440-01,Chemical Hazards Surveillance Program
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,A6,,Class Specific ERT Pack
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,A7,DAOD 4003-0,Environmental Protection and Stewardship
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,B,,Bofors 57mm Main Gun System Publications
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,B1,C-70-270-002/DF-001,57mm mk3 Ammunition and Range Tables (PFHE)
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,B2,C-70-270-002/DF-002,57mm mk3 Ammunition and Range Tables (HCER)
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,B3,C-70-270-002/DF-003,57mm mk3 Ammunition and Range Tables (3P)
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,B4,C-70-270-002/NH-001,57mm Mk3 Error Codes
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,B5,C-70-270-002/MD-002,57mm Mk3 Functional Description
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,B6,C-70-270-002/MP-001,57mm Mk3 Maintenance Instructions
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,B7,C-70-270-002/MB-001,57mm Mk3 Operators Manual
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,B8,,57mm Mk3 Technical Drawings Electrical and Hydraulic
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,B9,C-70-270-002/MD-001,57mm Mk3 Technical Description
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,B10,C-70-270-002/MY-001,57mm Mk3 Illustrated Parts Breakdown
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,B11,C-70-270-002/NY-001,NAVAL PREVENTIVE MAINTENANCE SCHEDULE (WEAPONS) MAIN GUN SYSTEM 57 MM MK III
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,B12,C-70-270-002/NY-Z01,NAVAL PREVENTIVE MAINTENANCE SCHEDULE (Weapons Engineering Armament) MAIN GUN SYSTEM 57 MM MK III
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,C,,A Close-In Weapon System Publications
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,C1,C-70-374-000/ME-001,"Close-In Weapon System (CIWS) MK 15 MOD 11, 12, 13, 14, 21, 22, AND 25 PHALANX BLOCK 1B Light- Off And Checkout Procedures"
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,C2,C-70-374-000/MS-003,"Close-In Weapon System MK 15 MODS 21, 22, and 25 BLOCK 1B Handbook"
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,C3,C-70-374-000/MS-004,"Comprehensive Maintenance Manual Fiber Optic Cable Termination, Assembly, And Test Procedures For BLOCK 1B PHALANX Close-In Weapon System (CIWS) MK15 MOD 21,22, AND 25"
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,C4,C-70-374-000/MS-006,Maintenance Peculiar Support Equipment For CIWS MK 15 (PHALANX)
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,C5,C-70-374-000/MS-007,Intermediate Maintenance Manual M61A1 20mm (CIWS) Gun And Ammo Handling System
W Eng Tech_ AKQD_USQ S1_Armament Application .pdf,C6,C-70-374-000/NY-001,Naval Preventive Maintenance Schedule (Weapons) Close-In Weapon System MK 15 MODS 21 and 22 BLOCK 1B
